fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.2;0.24;0.34;5.1;0.06;8;22;1;3.22;0.94;10.9;6
9.9;0.57;0.25;2;0.1;12;89;1;3.04;0.9;10.1;5
10;0.32;0.59;2.2;0.08;3;15;1;3.2;0.78;9.6;5
6.2;0.58;0;1.6;0.07;8;18;1;3.56;0.84;9.4;5
10;0.32;0.59;2.2;0.08;3;15;1;3.2;0.78;9.6;5
7.3;0.34;0.33;2.5;0.06;21;37;1;3.35;0.77;12.1;7
7.8;0.53;0.01;1.6;0.08;3;19;1;3.16;0.46;9.8;5
7.7;0.64;0.21;2.2;0.08;32;133;1;3.27;0.45;9.9;5
7.8;0.53;0.01;1.6;0.08;3;19;1;3.16;0.46;9.8;5
7.5;0.4;0.18;1.6;0.08;24;58;1;3.34;0.58;9.4;5
7;0.54;0;2.1;0.08;39;55;1;3.39;0.84;11.4;6
6.4;0.53;0.09;3.9;0.12;14;31;1;3.5;0.67;11;4
8.3;0.26;0.37;1.4;0.08;8;23;1;3.26;0.7;9.6;6
8.3;0.26;0.37;1.4;0.08;8;23;1;3.26;0.7;9.6;6
7.7;0.23;0.37;1.8;0.05;23;60;1;3.41;0.71;12.1;6
7.6;0.41;0.33;2.5;0.08;6;23;1;3.3;0.58;11.2;5
7.8;0.64;0;1.9;0.07;27;55;1;3.31;0.63;11;5
7.9;0.18;0.4;2.2;0.05;38;67;1;3.33;0.93;11.3;5
7.4;0.41;0.24;1.8;0.07;18;47;1;3.37;0.62;10.4;5
7.6;0.43;0.31;2.1;0.07;13;74;1;3.26;0.54;9.9;6
5.9;0.44;0;1.6;0.04;3;11;0.99;3.48;0.85;11.7;6
6.1;0.4;0.16;1.8;0.07;11;25;1;3.42;0.74;10.1;7
10.2;0.54;0.37;15.4;0.21;55;95;1;3.18;0.77;9;6
10.2;0.54;0.37;15.4;0.21;55;95;1;3.18;0.77;9;6
10;0.38;0.38;1.6;0.17;27;90;1;3.15;0.65;8.5;5
6.8;0.92;0.29;4.8;0.07;15;39;1;3.53;0.54;11.1;5
7;0.59;0;1.7;0.05;3;8;1;3.41;0.47;10.3;5
7.3;0.67;0.02;2.2;0.07;31;92;1;3.32;0.68;11.07;6
7.2;0.37;0.32;2;0.06;15;28;0.99;3.23;0.73;11.3;7
7.4;0.79;0.19;5.2;0.09;19;98;1;3.16;0.52;9.57;6
6.9;0.63;0.02;1.9;0.08;18;30;1;3.4;0.75;9.8;5
6.9;0.58;0.2;1.75;0.06;8;22;0.99;3.38;0.49;11.7;5
7.3;0.67;0.02;2.2;0.07;31;92;1;3.32;0.68;11.1;6
7.4;0.79;0.19;5.2;0.09;19;98;1;3.16;0.52;9.6;6
6.9;0.63;0.02;1.9;0.08;18;30;1;3.4;0.75;9.8;5
6.8;0.67;0;1.9;0.08;22;39;1;3.4;0.74;9.7;5
6.9;0.58;0.01;1.9;0.08;40;54;1;3.4;0.73;9.7;5
7.2;0.38;0.31;2;0.06;15;29;0.99;3.23;0.76;11.3;8
7.2;0.37;0.32;2;0.06;15;28;0.99;3.23;0.73;11.3;7
7.8;0.32;0.44;2.7;0.1;8;17;1;3.33;0.78;11;7
6.6;0.58;0.02;2;0.06;37;53;0.99;3.35;0.76;11.6;7
7.6;0.49;0.33;1.9;0.07;27;85;1;3.41;0.58;9;5
11.7;0.45;0.63;2.2;0.07;7;23;1;3.21;0.69;10.9;6
6.5;0.9;0;1.6;0.05;9;17;0.99;3.5;0.63;10.9;6
6;0.54;0.06;1.8;0.05;38;89;0.99;3.3;0.5;10.55;6
7.6;0.49;0.33;1.9;0.07;27;85;1;3.41;0.58;9;5
8.4;0.29;0.4;1.7;0.07;8;20;1;3.39;0.6;10.5;5
7.9;0.2;0.35;1.7;0.05;7;15;0.99;3.32;0.8;11.9;7
6.4;0.42;0.09;2.3;0.05;34;64;1;3.41;0.68;10.4;6
6.2;0.79;0;2.1;0.06;6;13;1;3.59;0.61;10;4
6.8;0.64;0.03;2.3;0.08;14;31;1;3.36;0.58;10.4;6
6.9;0.63;0.01;2.4;0.08;14;39;1;3.34;0.53;10.8;6
6.8;0.59;0.1;1.7;0.06;34;53;1;3.41;0.67;9.7;5
6.8;0.59;0.1;1.7;0.06;34;53;1;3.41;0.67;9.7;5
7.3;0.48;0.32;2.1;0.06;31;54;1;3.3;0.65;10;7
6.7;1.04;0.08;2.3;0.07;19;32;1;3.52;0.57;11;4
7.3;0.48;0.32;2.1;0.06;31;54;1;3.3;0.65;10;7
7.3;0.98;0.05;2.1;0.06;20;49;1;3.31;0.55;9.7;3
10;0.69;0.11;1.4;0.08;8;24;1;2.88;0.47;9.7;5
6.7;0.7;0.08;3.75;0.07;8;16;0.99;3.43;0.52;12.6;5
7.6;0.35;0.6;2.6;0.07;23;44;1;3.38;0.79;11.1;6
6.1;0.6;0.08;1.8;0.07;14;45;0.99;3.38;0.54;11;5
9.9;0.5;0.5;13.8;0.21;48;82;1;3.16;0.75;8.8;5
5.3;0.47;0.11;2.2;0.05;16;89;0.99;3.54;0.88;13.57;7
9.9;0.5;0.5;13.8;0.21;48;82;1;3.16;0.75;8.8;5
5.3;0.47;0.11;2.2;0.05;16;89;0.99;3.54;0.88;13.6;7
7.1;0.88;0.05;5.7;0.08;3;14;1;3.4;0.52;10.2;3
8.2;0.28;0.6;3;0.1;10;22;1;3.39;0.68;10.6;5
5.6;0.62;0.03;1.5;0.08;6;13;0.99;3.66;0.62;10.1;4
8.2;0.28;0.6;3;0.1;10;22;1;3.39;0.68;10.6;5
7.2;0.58;0.54;2.1;0.11;3;9;1;3.33;0.57;10.3;4
8.1;0.33;0.44;1.5;0.04;6;12;1;3.35;0.61;10.7;5
6.8;0.91;0.06;2;0.06;4;11;1;3.53;0.64;10.9;4
7;0.66;0.16;2.1;0.07;8;25;1;3.37;0.55;9.7;5
6.8;0.68;0.21;2.1;0.07;9;23;1;3.38;0.6;10.3;5
6;0.64;0.05;1.9;0.07;9;17;0.99;3.52;0.78;10.6;5
5.6;0.54;0.04;1.7;0.05;5;13;0.99;3.72;0.58;11.4;5
6.2;0.57;0.1;2.1;0.05;4;11;0.99;3.44;0.76;10.8;6
7.1;0.22;0.49;1.8;0.04;8;18;0.99;3.39;0.56;12.4;6
5.6;0.54;0.04;1.7;0.05;5;13;0.99;3.72;0.58;11.4;5
6.2;0.65;0.06;1.6;0.05;6;18;0.99;3.57;0.54;11.95;5
7.7;0.54;0.26;1.9;0.09;23;147;1;3.26;0.59;9.7;5
6.4;0.31;0.09;1.4;0.07;15;28;0.99;3.42;0.7;10;7
7;0.43;0.02;1.9;0.08;15;28;0.99;3.35;0.81;10.6;6
7.7;0.54;0.26;1.9;0.09;23;147;1;3.26;0.59;9.7;5
6.9;0.74;0.03;2.3;0.05;7;16;1;3.45;0.63;11.5;6
6.6;0.9;0.04;2.3;0.07;7;13;1;3.53;0.58;10.8;6
6.9;0.74;0.03;2.3;0.05;7;16;1;3.45;0.63;11.5;6
7.5;0.73;0.04;1.5;0.08;8;15;1;3.26;0.53;9.6;5
7.8;0.82;0.29;4.3;0.08;21;64;1;3.16;0.53;9.4;5
7.3;0.59;0.18;2.4;0.08;15;60;1;3.31;0.54;9.8;5
6.2;0.44;0.39;2.5;0.08;6;14;1;3.51;0.69;11;6
7.5;0.38;0.57;2.3;0.11;5;12;1;3.36;0.55;11.4;6
6.7;0.76;0.02;1.8;0.08;6;12;1;3.55;0.63;9.95;3
6.8;0.81;0.05;2;0.07;6;14;1;3.51;0.66;10.8;6
7.5;0.38;0.57;2.3;0.11;5;12;1;3.36;0.55;11.4;6
7.1;0.27;0.6;2.1;0.07;17;25;1;3.38;0.72;10.6;6
7.9;0.18;0.4;1.8;0.06;7;20;0.99;3.28;0.7;11.1;5
6.4;0.36;0.21;2.2;0.05;26;48;1;3.47;0.77;9.7;6
7.1;0.69;0.04;2.1;0.07;19;27;1;3.44;0.67;9.8;5
6.4;0.79;0.04;2.2;0.06;11;17;1;3.53;0.65;10.4;6
6.4;0.56;0.15;1.8;0.08;17;65;0.99;3.33;0.6;10.5;6
6.9;0.84;0.21;4.1;0.07;16;65;1;3.53;0.72;9.23;6
6.9;0.84;0.21;4.1;0.07;16;65;1;3.53;0.72;9.25;6
6.1;0.32;0.25;2.3;0.07;23;58;1;3.42;0.97;10.6;5
6.5;0.53;0.06;2;0.06;29;44;0.99;3.38;0.83;10.3;6
7.4;0.47;0.46;2.2;0.11;7;20;1;3.32;0.63;10.5;5
6.6;0.7;0.08;2.6;0.11;14;27;1;3.44;0.58;10.2;5
6.5;0.53;0.06;2;0.06;29;44;0.99;3.38;0.83;10.3;6
6.9;0.48;0.2;1.9;0.08;9;23;1;3.39;0.43;9.05;4
6.1;0.32;0.25;2.3;0.07;23;58;1;3.42;0.97;10.6;5
6.8;0.48;0.25;2;0.08;29;61;1;3.34;0.6;10.4;5
6;0.42;0.19;2;0.08;22;47;1;3.39;0.78;10;6
6.7;0.48;0.08;2.1;0.06;18;34;1;3.33;0.64;9.7;5
6.8;0.47;0.08;2.2;0.06;18;38;1;3.3;0.65;9.6;6
7.1;0.53;0.07;1.7;0.07;15;24;1;3.29;0.66;10.8;6
7.9;0.29;0.49;2.2;0.1;21;59;1;3.31;0.67;10.1;6
7.1;0.69;0.08;2.1;0.06;42;52;1;3.42;0.6;10.2;6
6.6;0.44;0.09;2.2;0.06;9;18;0.99;3.42;0.69;11.3;6
6.1;0.71;0.1;2.8;0.08;13;28;1;3.6;0.66;10.2;5
7.2;0.53;0.13;2;0.06;18;22;1;3.21;0.68;9.9;6
8;0.39;0.3;1.9;0.07;32;84;1;3.39;0.61;9;5
6.6;0.56;0.14;2.4;0.06;13;29;0.99;3.42;0.62;11.7;7
7;0.55;0.13;2.2;0.08;15;35;1;3.36;0.59;9.7;6
6.1;0.53;0.08;1.9;0.08;24;45;1;3.6;0.68;10.3;6
5.4;0.58;0.08;1.9;0.06;20;31;0.99;3.5;0.64;10.2;6
6.2;0.64;0.09;2.5;0.08;15;26;1;3.57;0.63;12;5
7.2;0.39;0.32;1.8;0.07;34;60;1;3.46;0.78;9.9;5
6.2;0.52;0.08;4.4;0.07;11;32;1;3.56;0.63;11.6;6
7.4;0.25;0.29;2.2;0.05;19;49;1;3.4;0.76;10.9;7
6.7;0.86;0.02;1.9;0.06;29;38;0.99;3.3;0.56;10.75;6
11.1;0.44;0.42;2.2;0.06;14;19;1;3.25;0.57;10.4;6
8.4;0.37;0.43;2.3;0.06;12;19;1;3.17;0.81;11.2;7
6.5;0.63;0.33;1.8;0.06;16;28;1;3.36;0.64;10.1;6
7;0.57;0.02;2;0.07;17;26;1;3.36;0.61;10.2;5
6.3;0.6;0.1;1.6;0.05;12;26;0.99;3.55;0.51;12.1;5
11.2;0.4;0.5;2;0.1;19;50;1;3.1;0.58;10.4;5
7.4;0.36;0.3;1.8;0.07;17;24;0.99;3.24;0.7;11.4;8
7.1;0.68;0;2.3;0.09;17;26;1;3.45;0.53;9.5;5
7.1;0.67;0;2.3;0.08;18;27;1;3.44;0.54;9.4;5
6.3;0.68;0.01;3.7;0.1;32;54;1;3.51;0.66;11.3;6
7.3;0.74;0;2.2;0.08;18;28;1;3.41;0.6;9.4;5
6.6;0.86;0.02;2.4;0.06;15;23;1;3.54;0.6;11;6
7;0.56;0.17;1.7;0.07;15;24;1;3.44;0.68;10.55;7
6.6;0.88;0.04;2.2;0.07;12;20;1;3.53;0.56;9.9;5
6.6;0.86;0.02;2.4;0.06;15;23;1;3.54;0.6;11;6
6.9;0.63;0.33;6.7;0.24;66;115;1;3.22;0.56;9.5;5
7.8;0.6;0.26;2;0.08;31;131;1;3.21;0.52;9.9;5
7.8;0.6;0.26;2;0.08;31;131;1;3.21;0.52;9.9;5
7.8;0.6;0.26;2;0.08;31;131;1;3.21;0.52;9.9;5
7.2;0.7;0.13;2;0.08;12;20;1;3.29;0.54;10.1;5
7.2;0.7;0.13;2;0.08;12;20;1;3.29;0.54;10.1;5
7.2;0.7;0.13;2;0.08;12;20;1;3.29;0.54;10.1;5
6.7;0.67;0.02;1.9;0.06;26;42;0.99;3.39;0.82;10.9;6
6.7;0.16;0.64;2.1;0.06;24;52;0.99;3.34;0.71;11.2;6
7.2;0.7;0.13;2;0.08;12;20;1;3.29;0.54;10.1;5
7;0.56;0.13;1.6;0.08;25;42;1;3.34;0.59;9.2;5
6.2;0.51;0.14;1.9;0.06;15;34;0.99;3.48;0.57;11.5;6
6.4;0.36;0.53;2.2;0.23;19;35;0.99;3.37;0.93;12.4;6
6.4;0.38;0.14;2.2;0.04;15;25;1;3.44;0.65;11.1;6
7.3;0.69;0.32;2.2;0.07;35;104;1;3.33;0.51;9.5;5
6;0.58;0.2;2.4;0.08;15;50;0.99;3.58;0.67;12.5;6
5.6;0.31;0.78;13.9;0.07;23;92;1;3.39;0.48;10.5;6
7.5;0.52;0.4;2.2;0.06;12;20;0.99;3.26;0.64;11.8;6
8;0.3;0.63;1.6;0.08;16;29;1;3.3;0.78;10.8;6
6.2;0.7;0.15;5.1;0.08;13;27;1;3.54;0.6;11.9;6
6.8;0.67;0.15;1.8;0.12;13;20;1;3.42;0.67;11.3;6
6.2;0.56;0.09;1.7;0.05;24;32;0.99;3.54;0.6;11.3;5
7.4;0.35;0.33;2.4;0.07;9;26;0.99;3.36;0.6;11.9;6
6.2;0.56;0.09;1.7;0.05;24;32;0.99;3.54;0.6;11.3;5
6.1;0.72;0.1;2.6;0.05;13;27;0.99;3.57;0.5;11.9;5
6.2;0.46;0.29;2.1;0.07;32;98;1;3.33;0.62;9.8;5
6.7;0.32;0.44;2.4;0.06;24;34;0.99;3.29;0.8;11.6;7
7.2;0.39;0.44;2.6;0.07;22;48;0.99;3.3;0.84;11.5;6
7.5;0.31;0.41;2.4;0.07;34;60;0.99;3.34;0.85;11.4;6
5.8;0.61;0.11;1.8;0.07;18;28;0.99;3.55;0.66;10.9;6
7.2;0.66;0.33;2.5;0.07;34;102;0.99;3.27;0.78;12.8;6
6.6;0.73;0.2;7.8;0.07;29;79;1;3.29;0.54;9.2;5
6.3;0.55;0.15;1.8;0.08;26;35;0.99;3.32;0.82;11.6;6
5.4;0.74;0.09;1.7;0.09;16;26;0.99;3.67;0.56;11.6;6
6.3;0.51;0.13;2.3;0.08;29;40;1;3.42;0.75;11;6
6.8;0.62;0.08;1.9;0.07;28;38;1;3.42;0.82;9.5;6
6.2;0.6;0.08;2;0.09;32;44;0.99;3.45;0.58;10.5;5
5.9;0.55;0.1;2.2;0.06;39;51;1;3.52;0.76;11.2;6
6.3;0.51;0.13;2.3;0.08;29;40;1;3.42;0.75;11;6
5.9;0.65;0.12;2;0.08;32;44;1;3.57;0.71;10.2;5
6;0.31;0.47;3.6;0.07;18;42;1;3.39;0.66;11;6
